code,companyname,macd_line,signal_line,macd_line_prev,signal_line_prev,date,histogram,adjustmentclose
61510,日東工器,2.1209420118852904,-1.5677997866742583,-9.0420020351321,-2.4899852363141455,2024-06-14,3.6887417985595485,2368.0
80010,伊藤忠商事,41.964217437291154,38.38707689957885,26.656131022093177,37.49279176515078,2024-06-14,3.577140537712303,7538.0
58030,フジクラ,53.35327752250396,49.831355545264614,37.84449724176466,48.95087505095477,2024-06-14,3.5219219772393444,3377.0
75040,高速,24.592971514102828,21.183130585688755,19.320782185859116,20.330670353585234,2024-06-14,3.4098409284140736,2321.0
61940,アトラエ,40.576668967677506,37.20564938210704,35.38634386925162,36.36289448571442,2024-06-14,3.3710195855704654,803.0
89050,イオンモール,21.925811785576116,18.63051100755726,16.15637114702804,17.806685813052546,2024-06-14,3.2953007780188557,1983.5
92730,コーア商事ホールディングス,-25.09656091398415,-28.385553157527205,-29.33750084499445,-29.207801218412968,2024-06-14,3.2889922435430563,695.0
49580,長谷川香料,-0.5801508495183043,-3.7902434736782595,-6.719526381173637,-4.592766629718248,2024-06-14,3.210092624159955,3080.0
63300,東洋エンジニアリング,-9.55653894817226,-12.71900130068024,-13.612441012284648,-13.509616888807233,2024-06-14,3.16246235250798,919.0
25400,養命酒製造,-10.817315247359147,-13.904105828955615,-18.780642798745703,-14.67580347435473,2024-06-14,3.0867905815964676,2273.0
19300,北陸電気工事,3.139075166678822,0.0548227502781079,-0.737768537150032,-0.7162403538220705,2024-06-14,3.084252416400714,1154.0
99280,ミロク情報サービス,10.865622666505033,7.824310488651645,5.0296448477149625,7.063982444188298,2024-06-14,3.0413121778533876,1854.0
59430,ノーリツ,4.238769669276508,1.2457280553725563,-0.6680382926015227,0.4974676518965684,2024-06-14,2.9930416139039515,1798.0
81500,三信電気,-2.809678847620944,-5.7896475864749295,-7.002906443057782,-6.534639771188425,2024-06-14,2.9799687388539855,2140.0
18150,鉄建建設,-23.34966167722132,-26.324364272186493,-27.298263682796915,-27.068039920927784,2024-06-14,2.974702594965173,2552.0
58050,ＳＷＣＣ,55.95459747499444,53.031112258617895,45.64383304294097,52.30024095452376,2024-06-14,2.923485216376548,4795.0
31990,綿半ホールディングス,17.35477215654919,14.464816332413982,13.740093106490349,13.742327376380178,2024-06-14,2.889955824135207,1674.0
68200,アイコム,-10.393219563851744,-13.222142477050072,-14.16368139394308,-13.929373205349652,2024-06-14,2.828922913198328,3040.0
46870,ＴＤＣソフト,-11.134578518557646,-13.947540946608871,-15.882954362624787,-14.650781553621677,2024-06-14,2.8129624280512253,1053.0
45490,栄研化学,-2.7283656773763596,-5.5291600933018294,-7.604452576897074,-6.229358697283197,2024-06-14,2.80079441592547,2067.0
85950,ジャフコ　グループ,11.641992348385429,8.981452923719175,8.208759128611973,8.31631806755261,2024-06-14,2.660539424666254,1896.0
48800,セルソース,-34.72421257895485,-37.34783781600928,-40.63893166220214,-38.00374412527289,2024-06-14,2.6236252370544335,1221.0
26760,高千穂交易,14.16697508626703,11.553151154606919,10.019453420370155,10.899695171691889,2024-06-14,2.613823931660111,3765.0
88920,日本エスコン,1.2269407540420616,-1.3554178491382534,-2.0627522091010633,-2.001007499933332,2024-06-14,2.5823586031803147,1068.0
63400,澁谷工業,16.56522995709838,14.059313013345273,-4.366855974081773,13.432833777406994,2024-06-14,2.5059169437531086,3895.0
99620,ミスミグループ本社,-14.194143274263297,-16.64334101589719,-23.22286948990586,-17.255640451305663,2024-06-14,2.449197741633892,2646.0
46110,大日本塗料,11.678663791537701,9.313423139922472,4.621552753114656,8.722112977018664,2024-06-14,2.3652406516152293,1281.0
94490,ＧＭＯインターネットグループ,-27.69737951124125,-30.055773896038907,-31.058838411294346,-30.64537249223832,2024-06-14,2.3583943847976556,2416.0
19110,住友林業,-16.98719871603862,-19.279810462465303,-41.83136451584869,-19.852963399071974,2024-06-14,2.292611746426683,5585.0
98300,トラスコ中山,-28.631890341706367,-30.90255073044904,-35.72907093017875,-31.470215827634707,2024-06-14,2.270660388742673,2390.0
76790,薬王堂ホールディングス,-5.562516160411178,-7.824721798727736,-11.30742187951273,-8.390273208306875,2024-06-14,2.2622056383165576,2803.0
23270,日鉄ソリューションズ,11.419938215936327,9.181546343374539,8.57981910061244,8.62194837523409,2024-06-14,2.238391872561788,2565.0
81010,ＧＳＩクレオス,-4.848363655775302,-7.06925784674052,-8.760875652722461,-7.624481394481824,2024-06-14,2.2208941909652182,2194.0
42160,旭有機材,4.326438749573754,2.108957237312586,-3.1351555526662196,1.5545868592472942,2024-06-14,2.2174815122611675,4815.0
67180,アイホン,15.153152950268577,12.970540321938572,9.167468240509152,12.424887164856068,2024-06-14,2.1826126283300056,3040.0
77450,Ａ＆Ｄホロンホールディングス,-10.282696230301099,-12.397529628646565,-21.27167778976218,-12.92623797823293,2024-06-14,2.114833398345466,2890.0
58510,リョービ,-45.6165316920642,-47.71040593921175,-51.279346360009185,-48.23387450099864,2024-06-14,2.0938742471475535,2370.0
37080,特種東海製紙,0.5355719088288424,-1.4364253085737126,-5.326987678245587,-1.9294246129243513,2024-06-14,1.971997217402555,3600.0
30340,クオールホールディングス,-25.216903379051473,-27.13507421056276,-27.980131485695438,-27.614616918440582,2024-06-14,1.9181708315112864,1428.0
42510,恵和,61.1987131014771,59.2896831471641,57.63535932171635,58.81242565858585,2024-06-14,1.9090299543129987,1737.0
40080,住友精化,9.176577678048488,7.377454142679406,4.736429988456621,6.927673258837135,2024-06-14,1.7991235353690822,5130.0
71640,全国保証,13.223082856664405,11.430883151709565,7.437224341134424,10.982833225470856,2024-06-14,1.7921997049548395,5687.0
98370,モリト,-13.64107422594111,-15.421482419254492,-17.312919561736862,-15.866584467582836,2024-06-14,1.7804081933133808,1440.0
79940,オカムラ,-13.223014545634669,-14.962502326798914,-16.687871556317532,-15.397374272089973,2024-06-14,1.7394877811642449,2217.0
64860,イーグル工業,6.561322422569901,4.849382239606557,2.4167301692468754,4.4213971938657215,2024-06-14,1.7119401829633443,1884.0
36550,ブレインパッド,-26.842863050541382,-28.50348305234571,-29.223445643432115,-28.91863805279679,2024-06-14,1.660620001804329,1049.0
47510,サイバーエージェント,-8.6486121779335,-10.293498597055805,-11.076814008593828,-10.70472020183638,2024-06-14,1.6448864191223045,954.9
65860,マキタ,-19.531731598349324,-21.174592560199127,-27.012535638751615,-21.585307800661575,2024-06-14,1.6428609618498022,4594.0
68440,新電元工業,6.578922028383204,5.055147695418432,2.3330165703873718,4.674204112177239,2024-06-14,1.5237743329647717,3030.0
90480,名古屋鉄道,-57.734256501307755,-59.24798826813094,-61.279102026584496,-59.626421209836735,2024-06-14,1.5137317668231844,1706.0
97160,乃村工藝社,-4.412722695323055,-5.917789516098973,-7.545925700963039,-6.294056221292952,2024-06-14,1.5050668207759186,821.0
19440,きんでん,52.608418899665594,51.14667598899964,45.88577881073206,50.781240261333146,2024-06-14,1.4617429106659543,3448.0
68660,日置電機,-47.998035479395185,-49.42870058179389,-62.73172763185539,-49.78636685739356,2024-06-14,1.4306651023987058,6890.0
26810,ゲオホールディングス,-37.44548325323581,-38.85451966130681,-41.92822645840283,-39.20677876332456,2024-06-14,1.4090364080710032,1613.0
87060,極東証券,-13.897463559390417,-15.30198835422349,-17.08800714509607,-15.653119552931757,2024-06-14,1.4045247948330726,1449.0
49270,ポーラ・オルビスホールディングス,-7.979369936614603,-9.319230461476,-10.107480864766785,-9.654195592691348,2024-06-14,1.3398605248613968,1349.0
63320,月島ホールディングス,-2.7770744356091654,-4.081200190662549,-4.963877484939303,-4.407231629425895,2024-06-14,1.3041257550533834,1389.0
67450,ホーチキ,-0.15797520855358016,-1.4610663736101321,-3.7908360279107,-1.78683916487427,2024-06-14,1.303091165056552,2204.0
94740,ゼンリン,7.64676529543101,6.406402728915262,5.956302318997928,6.096312087286325,2024-06-14,1.2403625665157474,908.0
80110,三陽商会,-38.0079274211389,-39.223838141864476,-44.926214067951605,-39.527815822045866,2024-06-14,1.2159107207255744,2490.0
78880,三光合成,-1.5699547786930452,-2.7653971763558194,-3.3030229614179234,-3.0642577757715124,2024-06-14,1.1954423976627742,688.0
62720,レオン自動機,-1.3874514558995088,-2.5800625806956363,-6.5044432199895255,-2.878215361894668,2024-06-14,1.1926111247961275,1573.0
44430,Ｓａｎｓａｎ,17.850520187466145,16.67886358474696,15.387842876985815,16.38594943406716,2024-06-14,1.1716566027191853,1678.0
31980,ＳＦＰホールディングス,8.824195563197009,7.713744616527526,5.9999469236081495,7.436131879860155,2024-06-14,1.1104509466694825,2113.0
81370,サンワテクノス,-0.16887975018926227,-1.2699021006083122,-5.327506955730769,-1.5451576882130746,2024-06-14,1.10102235041905,2270.0
41180,カネカ,29.194635402816857,28.25407044729243,26.57190330046251,28.018929208411322,2024-06-14,0.940564955524426,4226.0
52330,太平洋セメント,38.16721849378382,37.259350031726,25.71235051064741,37.03238291621154,2024-06-14,0.9078684620578201,4081.0
67500,エレコム,12.763151495061948,11.864275896357562,11.634440500258279,11.639556996681463,2024-06-14,0.8988755987043859,1602.0
85660,リコーリース,-18.11678775901055,-19.010289589469416,-20.32702793754015,-19.233665047084134,2024-06-14,0.8935018304588667,5040.0
70920,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,29.831593691786793,28.94100883774387,21.348939882279637,28.718362624233137,2024-06-14,0.890584854042924,1395.0
64190,マースグループホールディングス,89.57651388347813,88.73313844065397,87.95099566448107,88.52229457994792,2024-06-14,0.8433754428241542,3845.0
80520,椿本興業,1.2566510425895103,0.43421967335285416,-1.8795974854288033,0.2286118310436901,2024-06-14,0.8224313692366562,2220.0
24920,インフォマート,-2.2698935829341167,-2.9737381306133788,-3.4657629514415476,-3.149699267533194,2024-06-14,0.7038445476792621,310.0
43070,野村総合研究所,13.020560460082379,12.32976068976718,9.11869106962331,12.157060747188378,2024-06-14,0.6907997703151985,4230.0
34570,Ａｎｄ　Ｄｏホールディングス,-8.423125730485708,-9.10873891907416,-10.151307603375926,-9.280142216221272,2024-06-14,0.6856131885884515,1155.0
31760,三洋貿易,-3.458771967742905,-4.130388689180989,-4.366309304941296,-4.298292869540509,2024-06-14,0.6716167214380837,1544.0
72390,タチエス,-10.694995861703546,-11.36219529382203,-15.05683792434047,-11.52899515185165,2024-06-14,0.6671994321184833,1930.0
95110,沖縄電力,-1.797336594043827,-2.4609707661108677,-2.681056500903196,-2.6268793091276277,2024-06-14,0.6636341720670407,1120.0
80810,カナデン,6.102305559201341,5.443560435166008,4.244689574205722,5.278874154157174,2024-06-14,0.6587451240353328,1603.0
61360,オーエスジー,-17.76872390133167,-18.402188241480033,-19.696872928655694,-18.560554326517124,2024-06-14,0.6334643401483646,1895.0
63710,椿本チエイン,33.54442086225572,32.94839890179579,27.757002985182226,32.7993934116808,2024-06-14,0.5960219604599288,5950.0
76280,オーハシテクニカ,9.754213981733756,9.175107668933656,5.3705051335768985,9.030331090733629,2024-06-14,0.5791063128000999,1716.0
30970,物語コーポレーション,-78.85946929679267,-79.43752293125263,-86.42370836499549,-79.58203633986761,2024-06-14,0.5780536344599625,3305.0
19510,エクシオグループ,-12.941432435655315,-13.514204894161777,-15.207118819671223,-13.657398008788391,2024-06-14,0.5727724585064617,1575.5
68750,メガチップス,26.22854123162415,25.68995609004717,14.392242046617866,25.555309804652918,2024-06-14,0.5385851415769807,4300.0
90070,小田急電鉄,-26.70028024399221,-27.219750194819994,-27.90936603441446,-27.34961768252694,2024-06-14,0.5194699508277836,1541.5
59570,日東精工,-3.374025103947247,-3.8919297640294306,-4.091059397064214,-4.021405929049976,2024-06-14,0.5179046600821837,578.0
24910,バリューコマース,21.367215367232802,20.87007401466578,19.84328411914339,20.745788676524022,2024-06-14,0.49714135256702363,1228.0
81600,木曽路,11.35100912259486,10.863990052141784,10.157143384607934,10.742235284528514,2024-06-14,0.48701907045307635,2542.0
80790,正栄食品工業,35.468433274269955,34.99209511638448,30.89965273821599,34.87301057691312,2024-06-14,0.47633815788547196,4600.0
18840,日本道路,-11.253459402295675,-11.716858071619525,-14.910547390351212,-11.832707738950488,2024-06-14,0.46339866932384943,1752.0
72410,フタバ産業,-13.5104889042791,-13.969782454787126,-15.71630363516681,-14.084605842414131,2024-06-14,0.45929355050802556,850.0
33150,日本コークス工業,-0.7047071650904115,-1.1348600747316795,-1.369608074108399,-1.2423983021419964,2024-06-14,0.43015290964126796,130.0
32910,飯田グループホールディングス,18.510977171453305,18.08220096579347,17.680458816942973,17.975006914378508,2024-06-14,0.42877620565983676,2175.0
80950,アステナホールディングス,-0.6443854184420843,-1.0570848068772687,-1.5421925120708693,-1.1602596539860648,2024-06-14,0.4126993884351844,489.0
23170,システナ,3.736206673594495,3.3314081406728864,3.0782106383094288,3.230208507442484,2024-06-14,0.4047985329216086,298.0
49680,荒川化学工業,4.441090368533423,4.04781526509232,3.4871704943643635,3.9494964892320437,2024-06-14,0.3932751034411037,1133.0
68100,マクセル,48.85945077982524,48.467575435840175,46.98180387077218,48.369606599843905,2024-06-14,0.3918753439850633,1871.0
59760,高周波熱錬,2.650423470628084,2.3481927526057436,1.7518998791754257,2.272635073100158,2024-06-14,0.30223071802234047,1098.0
13790,ホクト,4.554644853018544,4.284714744114258,4.017358218749678,4.217232216888187,2024-06-14,0.26993010890428604,1855.0
35480,バロックジャパンリミテッド,4.25120223547151,4.017533181985614,3.948396551983251,3.95911591861414,2024-06-14,0.23366905348589562,800.0
67680,タムラ製作所,10.335746669617606,10.12017150634216,7.817437390358236,10.066277715523299,2024-06-14,0.2155751632754459,734.0
18210,三井住友建設,-0.15530621622355056,-0.3553593774654671,-0.5247858132248666,-0.4053726677759462,2024-06-14,0.20005316124191652,396.0
36810,ブイキューブ,0.9486634811511578,0.7531803208631404,0.23304887436853505,0.7043095307911359,2024-06-14,0.1954831602880175,253.0
18870,日本国土開発,-9.269675868640263,-9.443696889956703,-10.844421732381477,-9.487202145285812,2024-06-14,0.17402102131643993,456.0
33880,明治電機工業,1.457141418270794,1.2974406135416416,-1.3693836137897506,1.2575154123593535,2024-06-14,0.15970080472915238,1669.0
17260,ビーアールホールディングス,-0.029068651594684525,-0.17065704665138026,-0.24754856793589397,-0.2060541454155542,2024-06-14,0.14158839505669574,358.0
23740,セントケア・ホールディング,-2.238396737221251,-2.3574482595563087,-2.4416117641577557,-2.3872111401400726,2024-06-14,0.11905152233505767,831.0
70880,フォーラムエンジニアリング,-8.260703860604963,-8.37776831611775,-10.874661322942188,-8.407034429995948,2024-06-14,0.11706445551278755,849.0
97190,ＳＣＳＫ,33.688330979992315,33.57605864275162,31.72884484775068,33.54799055844144,2024-06-14,0.11227233724069663,3104.0
88810,日神グループホールディングス,-1.7495466352733047,-1.8474731037854157,-2.5806140038961303,-1.8719547209134433,2024-06-14,0.09792646851211106,523.0
75450,西松屋チェーン,12.310567792536403,12.221358243456962,9.177257627403833,12.1990558561871,2024-06-14,0.08920954907944179,2322.0
66300,ヤーマン,2.3035812411753795,2.222703857191931,1.741402083296748,2.2024845111960687,2024-06-14,0.08087738398344868,956.0
88640,空港施設,-1.4062578265633192,-1.486215702604627,-1.8632391962298698,-1.5062051716149538,2024-06-14,0.07995787604130777,598.0
36780,メディアドゥ,10.540624575749462,10.482391459107978,7.168449932227077,10.467833179947608,2024-06-14,0.05823311664148356,1474.0
38530,アステリア,-6.0746364101879635,-6.130560311446394,-6.371058938592,-6.144541286761001,2024-06-14,0.0559239012584305,531.0
96190,イチネンホールディングス,-4.4076523727731,-4.421266063345257,-5.798240048419984,-4.4246694859882965,2024-06-14,0.013613690572157111,1632.0
